,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.0
14,15,0.0
15,16,0.0
16,17,0.0
17,18,0.0
18,19,0.0
19,20,0.1
20,21,0.1
21,22,0.1
22,23,0.1
23,24,0.3
24,25,0.1
25,26,0.3
26,27,0.3
27,28,0.3
28,29,0.1
29,30,0.3
30,31,0.3
31,32,0.2
32,33,0.5
33,34,0.6
34,35,0.5
35,36,0.7
36,37,0.4
37,38,0.5
38,39,0.6
39,40,0.9
40,41,0.7
41,42,1.0
42,43,0.7
43,44,0.8
44,45,0.8
45,46,0.8
46,47,0.8
47,48,0.6
48,49,0.6
49,50,0.8
50,51,0.9
51,52,0.5
52,53,0.7
53,54,0.8
54,55,0.3
55,56,0.8
56,57,0.5
57,58,0.6
58,59,1.0
59,60,1.0
60,61,0.9
61,62,1.0
62,63,0.9
63,64,0.9
64,65,0.9
65,66,0.9
66,67,0.8
67,68,0.9
68,69,0.9
69,70,0.9
70,71,1.0
71,72,1.0
72,73,0.8
73,74,0.7
74,75,0.9
75,76,0.9
76,77,0.6
77,78,0.7
78,79,0.9
79,80,0.8
80,81,0.9
81,82,0.7
82,83,0.5
83,84,0.9
84,85,0.9
85,86,0.9
86,87,0.7
87,88,1.0
88,89,1.0
89,90,0.6
90,91,0.7
91,92,0.9
92,93,0.7
93,94,0.5
94,95,0.4
95,96,0.8
96,97,0.6
97,98,0.7
98,99,0.5
99,100,0.6
100,101,0.8
101,102,0.7
102,103,0.4
103,104,0.6
104,105,0.2
105,106,0.3
106,107,0.8
107,108,0.4
108,109,0.6
109,110,0.6
110,111,0.6
111,112,0.6
112,113,0.7
113,114,0.7
114,115,0.6
115,116,0.6
116,117,0.5
117,118,0.8
118,119,0.6
119,120,0.8
120,121,0.7
121,122,0.8
122,123,0.5
123,124,0.8
124,125,0.7
125,126,0.8
126,127,0.7
127,128,0.8
128,129,0.6
129,130,0.7
130,131,0.9
131,132,0.8
132,133,0.8
133,134,1.0
134,135,0.8
135,136,1.0
136,137,0.8
137,138,1.0
138,139,0.7
139,140,0.7
140,141,0.6
141,142,0.8
142,143,0.7
143,144,0.8
144,145,0.9
145,146,0.5
146,147,0.7
147,148,0.9
148,149,0.8
149,150,0.6
150,151,0.7
151,152,0.5
152,153,1.0
153,154,0.5
154,155,0.8
155,156,0.5
156,157,0.9
157,158,0.4
158,159,0.3
159,160,0.6
160,161,0.6
161,162,0.3
162,163,0.8
163,164,0.5
164,165,0.7
165,166,0.6
166,167,0.5
167,168,0.7
168,169,0.8
169,170,0.8
170,171,0.7
171,172,0.8
172,173,0.7
173,174,0.6
174,175,0.4
175,176,0.5
176,177,0.7
177,178,0.5
178,179,0.3
179,180,0.7
180,181,0.5
181,182,0.6
182,183,0.6
183,184,0.3
184,185,0.8
185,186,0.6
186,187,0.4
187,188,0.8
188,189,0.7
189,190,0.7
190,191,0.1
191,192,0.6
192,193,0.6
193,194,0.7
194,195,0.5
195,196,0.3
196,197,0.6
197,198,0.9
198,199,0.4
199,200,0.8
200,201,0.9
201,202,0.8
202,203,0.6
203,204,0.6
204,205,0.5
205,206,0.8
206,207,0.7
207,208,0.6
208,209,0.6
209,210,0.8
210,211,0.5
211,212,0.7
212,213,0.5
213,214,0.9
214,215,0.9
215,216,0.7
216,217,0.8
217,218,0.8
218,219,0.9
219,220,0.5
220,221,0.4
221,222,0.6
222,223,0.7
223,224,0.9
224,225,0.9
225,226,0.7
226,227,0.8
227,228,0.5
228,229,0.8
229,230,0.8
230,231,0.6
231,232,0.8
232,233,0.8
233,234,0.6
234,235,0.8
235,236,1.0
236,237,0.6
237,238,0.9
238,239,0.7
239,240,0.8
240,241,0.8
241,242,0.8
242,243,0.5
243,244,0.8
244,245,1.0
245,246,0.9
246,247,0.8
247,248,0.6
248,249,0.8
249,250,0.5
