,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.2
13,14,0.2
14,15,0.2
15,16,0.1
16,17,0.4
17,18,0.8
18,19,0.2
19,20,0.5
20,21,0.3
21,22,0.6
22,23,0.3
23,24,0.1
24,25,0.4
25,26,0.7
26,27,0.8
27,28,0.5
28,29,0.7
29,30,0.5
30,31,0.5
31,32,0.6
32,33,0.5
33,34,0.8
34,35,0.6
35,36,0.3
36,37,0.5
37,38,0.7
38,39,0.8
39,40,0.7
40,41,0.6
41,42,0.7
42,43,0.8
43,44,0.9
44,45,1.0
45,46,0.7
46,47,0.7
47,48,0.9
48,49,0.8
49,50,0.7
50,51,0.8
51,52,0.9
52,53,0.8
53,54,0.7
54,55,0.9
55,56,0.9
56,57,0.7
57,58,1.0
58,59,1.0
59,60,1.0
60,61,1.0
61,62,1.0
62,63,0.9
63,64,1.0
64,65,1.0
65,66,0.8
66,67,0.9
67,68,1.0
68,69,0.8
69,70,1.0
70,71,1.0
71,72,0.9
72,73,1.0
73,74,1.0
74,75,0.9
75,76,0.9
76,77,0.8
77,78,0.9
78,79,1.0
79,80,1.0
80,81,0.9
81,82,1.0
82,83,0.9
83,84,0.9
84,85,1.0
85,86,0.9
86,87,1.0
87,88,1.0
88,89,1.0
89,90,0.8
90,91,0.8
91,92,1.0
92,93,0.9
93,94,1.0
94,95,1.0
95,96,0.9
96,97,1.0
97,98,1.0
98,99,1.0
99,100,0.9
100,101,1.0
101,102,0.9
102,103,1.0
103,104,0.9
104,105,0.9
105,106,0.6
106,107,0.8
107,108,0.9
108,109,0.8
109,110,1.0
110,111,0.8
111,112,0.8
112,113,0.8
113,114,1.0
114,115,0.9
115,116,0.8
116,117,0.7
117,118,0.7
118,119,0.9
119,120,0.6
120,121,0.6
121,122,0.8
122,123,1.0
123,124,1.0
124,125,1.0
125,126,0.6
126,127,0.7
127,128,0.8
128,129,0.3
129,130,0.7
130,131,0.9
131,132,0.7
132,133,1.0
133,134,0.8
134,135,1.0
135,136,0.8
136,137,0.9
137,138,0.8
138,139,0.9
139,140,0.8
140,141,0.7
141,142,0.9
142,143,0.9
143,144,1.0
144,145,0.8
145,146,0.8
146,147,0.8
147,148,0.7
148,149,0.9
149,150,0.8
150,151,0.9
151,152,1.0
152,153,0.8
153,154,1.0
154,155,0.9
155,156,0.9
156,157,1.0
157,158,1.0
158,159,0.9
159,160,0.9
160,161,1.0
161,162,0.7
162,163,0.7
163,164,1.0
164,165,0.8
165,166,1.0
166,167,0.9
167,168,1.0
168,169,0.9
169,170,0.5
170,171,0.5
171,172,0.7
172,173,0.9
173,174,0.6
174,175,0.9
175,176,0.9
176,177,0.8
177,178,1.0
178,179,1.0
179,180,0.9
180,181,0.7
181,182,0.8
182,183,0.6
183,184,0.8
184,185,0.8
185,186,0.9
186,187,1.0
187,188,0.6
188,189,0.7
189,190,1.0
190,191,0.8
191,192,0.7
192,193,0.6
193,194,0.7
194,195,1.0
195,196,0.8
196,197,0.9
197,198,0.8
198,199,0.8
199,200,0.8
200,201,0.8
201,202,0.8
202,203,0.7
203,204,0.9
204,205,1.0
205,206,0.9
206,207,0.8
207,208,0.7
208,209,0.7
209,210,0.7
210,211,0.8
211,212,0.5
212,213,0.7
213,214,1.0
214,215,0.6
215,216,0.7
216,217,0.8
217,218,0.9
218,219,0.8
219,220,0.9
220,221,0.5
221,222,0.7
222,223,0.9
223,224,1.0
224,225,0.9
225,226,1.0
226,227,0.6
227,228,0.7
228,229,0.9
229,230,0.9
230,231,0.7
231,232,0.9
232,233,0.5
233,234,0.7
234,235,0.7
235,236,1.0
236,237,0.6
237,238,0.8
238,239,1.0
239,240,0.7
240,241,0.9
241,242,0.9
242,243,0.9
243,244,0.8
244,245,0.8
245,246,1.0
246,247,0.8
247,248,0.8
248,249,0.7
249,250,0.8
