,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.0
14,15,0.2
15,16,0.0
16,17,0.1
17,18,0.0
18,19,0.1
19,20,0.3
20,21,0.4
21,22,0.3
22,23,0.1
23,24,0.3
24,25,0.5
25,26,0.2
26,27,0.3
27,28,0.5
28,29,0.5
29,30,0.7
30,31,0.6
31,32,0.8
32,33,0.3
33,34,0.7
34,35,0.5
35,36,0.8
36,37,0.8
37,38,0.4
38,39,0.5
39,40,0.6
40,41,0.6
41,42,0.8
42,43,0.6
43,44,0.8
44,45,0.7
45,46,0.6
46,47,0.5
47,48,0.4
48,49,0.7
49,50,0.5
50,51,0.4
51,52,0.4
52,53,0.8
53,54,0.6
54,55,0.8
55,56,0.7
56,57,0.4
57,58,0.6
58,59,0.6
59,60,0.9
60,61,0.6
61,62,0.6
62,63,0.4
63,64,0.7
64,65,0.6
65,66,0.6
66,67,0.9
67,68,0.9
68,69,1.0
69,70,0.7
70,71,0.9
71,72,1.0
72,73,0.8
73,74,0.7
74,75,1.0
75,76,0.7
76,77,1.0
77,78,1.0
78,79,1.0
79,80,0.7
80,81,0.7
81,82,0.7
82,83,0.6
83,84,0.8
84,85,0.7
85,86,0.7
86,87,0.7
87,88,0.8
88,89,0.7
89,90,0.9
90,91,0.7
91,92,0.9
92,93,0.9
93,94,0.8
94,95,0.8
95,96,0.9
96,97,0.9
97,98,0.7
98,99,0.7
99,100,1.0
100,101,0.9
101,102,0.9
102,103,0.8
103,104,1.0
104,105,0.5
105,106,1.0
106,107,0.5
107,108,0.6
108,109,0.9
109,110,0.8
110,111,0.6
111,112,0.8
112,113,0.7
113,114,0.6
114,115,0.4
115,116,0.6
116,117,0.9
117,118,0.5
118,119,0.9
119,120,0.8
120,121,1.0
121,122,0.8
122,123,1.0
123,124,0.8
124,125,0.9
125,126,0.6
126,127,0.7
127,128,0.6
128,129,0.8
129,130,0.7
130,131,0.7
131,132,0.9
132,133,0.6
133,134,0.7
134,135,0.7
135,136,0.8
136,137,0.8
137,138,0.7
138,139,0.7
139,140,0.9
140,141,0.8
141,142,0.7
142,143,0.4
143,144,1.0
144,145,0.7
145,146,0.9
146,147,0.9
147,148,0.6
148,149,0.5
149,150,1.0
150,151,0.9
151,152,0.7
152,153,0.8
153,154,0.8
154,155,0.8
155,156,0.8
156,157,0.9
157,158,0.9
158,159,0.8
159,160,0.6
160,161,0.4
161,162,1.0
162,163,0.8
163,164,1.0
164,165,0.9
165,166,0.6
166,167,1.0
167,168,1.0
168,169,0.8
169,170,0.8
170,171,0.7
171,172,0.8
172,173,0.7
173,174,0.9
174,175,0.9
175,176,0.8
176,177,1.0
177,178,1.0
178,179,1.0
179,180,0.8
180,181,1.0
181,182,1.0
182,183,0.8
183,184,0.7
184,185,0.7
185,186,0.9
186,187,0.9
187,188,1.0
188,189,0.9
189,190,0.8
190,191,0.8
191,192,1.0
192,193,0.1
193,194,0.0
194,195,0.0
195,196,0.2
196,197,0.0
197,198,0.2
198,199,0.3
199,200,0.6
200,201,0.2
201,202,0.4
202,203,0.8
203,204,0.7
204,205,0.7
205,206,0.5
206,207,0.7
207,208,0.7
208,209,0.7
209,210,0.8
210,211,0.7
211,212,1.0
212,213,0.8
213,214,0.7
214,215,0.8
215,216,0.6
216,217,0.8
217,218,0.6
218,219,1.0
219,220,0.9
220,221,0.8
221,222,0.9
222,223,1.0
223,224,0.6
224,225,1.0
225,226,0.5
226,227,0.9
227,228,0.8
228,229,0.8
229,230,0.9
230,231,0.4
231,232,0.6
232,233,0.8
233,234,0.6
234,235,0.8
235,236,0.9
236,237,0.8
237,238,0.7
238,239,0.8
239,240,0.8
240,241,0.7
241,242,1.0
242,243,0.8
243,244,0.8
244,245,0.8
245,246,0.6
246,247,0.4
247,248,0.7
248,249,0.6
249,250,0.7
