,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.1
10,11,0.0
11,12,0.0
12,13,0.4
13,14,0.2
14,15,0.1
15,16,0.2
16,17,0.1
17,18,0.1
18,19,0.6
19,20,0.2
20,21,0.4
21,22,0.4
22,23,0.1
23,24,0.6
24,25,0.5
25,26,0.5
26,27,0.2
27,28,0.5
28,29,0.4
29,30,0.8
30,31,0.6
31,32,0.4
32,33,0.6
33,34,0.6
34,35,0.5
35,36,0.6
36,37,0.6
37,38,0.7
38,39,0.4
39,40,0.6
40,41,0.5
41,42,0.8
42,43,0.8
43,44,0.9
44,45,0.7
45,46,0.7
46,47,0.6
47,48,0.5
48,49,0.8
49,50,0.6
50,51,0.9
51,52,1.0
52,53,0.9
53,54,0.8
54,55,0.9
55,56,0.7
56,57,0.8
57,58,0.8
58,59,0.8
59,60,0.8
60,61,0.9
61,62,1.0
62,63,1.0
63,64,0.9
64,65,1.0
65,66,0.9
66,67,0.9
67,68,0.9
68,69,0.8
69,70,0.6
70,71,0.9
71,72,0.8
72,73,1.0
73,74,0.6
74,75,0.8
75,76,0.9
76,77,0.7
77,78,0.9
78,79,0.9
79,80,0.9
80,81,0.8
81,82,0.9
82,83,0.8
83,84,0.7
84,85,0.6
85,86,1.0
86,87,0.9
87,88,0.9
88,89,1.0
89,90,0.9
90,91,0.9
91,92,0.6
92,93,0.8
93,94,0.8
94,95,0.8
95,96,0.9
96,97,0.9
97,98,0.9
98,99,0.9
99,100,0.9
100,101,0.9
101,102,1.0
102,103,1.0
103,104,0.6
104,105,0.9
105,106,0.8
106,107,0.7
107,108,0.9
108,109,1.0
109,110,1.0
110,111,1.0
111,112,1.0
112,113,1.0
113,114,1.0
114,115,0.9
115,116,0.9
116,117,0.7
117,118,0.9
118,119,0.8
119,120,1.0
120,121,0.9
121,122,1.0
122,123,1.0
123,124,0.9
124,125,0.8
125,126,0.9
126,127,0.9
127,128,0.9
128,129,1.0
129,130,0.9
130,131,0.9
131,132,0.7
132,133,0.7
133,134,0.9
134,135,0.9
135,136,1.0
136,137,0.7
137,138,1.0
138,139,0.8
139,140,1.0
140,141,0.6
141,142,0.5
142,143,0.8
143,144,0.7
144,145,1.0
145,146,1.0
146,147,0.6
147,148,1.0
148,149,0.8
149,150,0.9
150,151,0.7
151,152,0.9
152,153,0.9
153,154,0.8
154,155,1.0
155,156,0.7
156,157,0.7
157,158,0.7
158,159,0.7
159,160,0.9
160,161,0.7
161,162,0.8
162,163,0.8
163,164,1.0
164,165,0.9
165,166,0.7
166,167,1.0
167,168,0.9
168,169,0.6
169,170,0.8
170,171,0.9
171,172,0.9
172,173,0.8
173,174,1.0
174,175,1.0
175,176,1.0
176,177,0.8
177,178,0.8
178,179,0.7
179,180,0.5
180,181,0.8
181,182,0.5
182,183,0.8
183,184,0.8
184,185,0.9
185,186,0.8
186,187,0.8
187,188,0.8
188,189,0.9
189,190,0.7
190,191,0.7
191,192,0.8
192,193,0.6
193,194,0.4
194,195,0.6
195,196,0.8
196,197,0.9
197,198,0.6
198,199,0.3
199,200,0.8
200,201,0.9
201,202,0.9
202,203,0.6
203,204,0.6
204,205,0.8
205,206,0.7
206,207,0.7
207,208,0.5
208,209,0.7
209,210,0.6
210,211,0.8
211,212,0.6
212,213,0.7
213,214,0.8
214,215,0.6
215,216,0.3
216,217,0.7
217,218,0.7
218,219,0.3
219,220,0.4
220,221,0.7
221,222,0.8
222,223,0.4
223,224,0.7
224,225,0.7
225,226,0.8
226,227,0.6
227,228,0.4
228,229,0.5
229,230,0.6
230,231,0.8
231,232,0.7
232,233,0.7
233,234,0.5
234,235,0.8
235,236,0.4
236,237,0.6
237,238,0.5
238,239,0.2
239,240,0.7
240,241,0.5
241,242,0.5
242,243,0.6
243,244,0.6
244,245,0.9
245,246,0.3
246,247,0.8
247,248,0.5
248,249,0.7
249,250,0.9
