,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.1
13,14,0.0
14,15,0.0
15,16,0.1
16,17,0.0
17,18,0.0
18,19,0.3
19,20,0.2
20,21,0.2
21,22,0.1
22,23,0.0
23,24,0.0
24,25,0.2
25,26,0.3
26,27,0.2
27,28,0.1
28,29,0.4
29,30,0.3
30,31,0.5
31,32,0.3
32,33,0.6
33,34,0.3
34,35,0.2
35,36,0.2
36,37,0.5
37,38,0.6
38,39,0.2
39,40,0.1
40,41,0.2
41,42,0.2
42,43,0.0
43,44,0.0
44,45,0.3
45,46,0.1
46,47,0.4
47,48,0.6
48,49,0.3
49,50,0.6
50,51,0.6
51,52,0.8
52,53,0.7
53,54,0.9
54,55,0.8
55,56,0.9
56,57,0.9
57,58,0.9
58,59,1.0
59,60,1.0
60,61,0.8
61,62,0.7
62,63,1.0
63,64,0.9
64,65,0.7
65,66,0.9
66,67,0.9
67,68,1.0
68,69,0.9
69,70,0.9
70,71,1.0
71,72,0.9
72,73,1.0
73,74,1.0
74,75,1.0
75,76,1.0
76,77,1.0
77,78,1.0
78,79,0.9
79,80,0.9
80,81,0.9
81,82,0.8
82,83,1.0
83,84,0.8
84,85,0.9
85,86,1.0
86,87,1.0
87,88,0.9
88,89,0.9
89,90,0.8
90,91,1.0
91,92,0.9
92,93,0.9
93,94,1.0
94,95,0.9
95,96,1.0
96,97,0.8
97,98,0.9
98,99,0.7
99,100,0.8
100,101,0.9
101,102,0.8
102,103,1.0
103,104,1.0
104,105,1.0
105,106,1.0
106,107,0.9
107,108,1.0
108,109,0.8
109,110,0.9
110,111,0.9
111,112,1.0
112,113,0.7
113,114,0.6
114,115,0.8
115,116,1.0
116,117,0.8
117,118,0.9
118,119,1.0
119,120,0.8
120,121,1.0
121,122,1.0
122,123,1.0
123,124,0.9
124,125,1.0
125,126,0.8
126,127,0.8
127,128,1.0
128,129,0.8
129,130,1.0
130,131,0.9
131,132,1.0
132,133,1.0
133,134,0.9
134,135,0.6
135,136,0.8
136,137,0.7
137,138,0.9
138,139,1.0
139,140,0.8
140,141,0.7
141,142,0.9
142,143,0.8
143,144,0.8
144,145,1.0
145,146,0.9
146,147,0.9
147,148,0.8
148,149,1.0
149,150,0.8
150,151,0.9
151,152,1.0
152,153,0.9
153,154,1.0
154,155,0.9
155,156,0.9
156,157,0.9
157,158,1.0
158,159,1.0
159,160,1.0
160,161,0.9
161,162,0.8
162,163,0.9
163,164,0.9
164,165,0.8
165,166,0.9
166,167,0.7
167,168,0.7
168,169,0.8
169,170,0.7
170,171,0.9
171,172,1.0
172,173,1.0
173,174,0.8
174,175,1.0
175,176,0.9
176,177,1.0
177,178,0.8
178,179,1.0
179,180,0.8
180,181,0.9
181,182,1.0
182,183,1.0
183,184,1.0
184,185,0.9
185,186,1.0
186,187,0.9
187,188,0.8
188,189,0.8
189,190,0.9
190,191,0.7
191,192,0.6
192,193,0.4
193,194,0.8
194,195,0.6
195,196,0.7
196,197,0.8
197,198,0.7
198,199,0.8
199,200,0.9
200,201,0.7
201,202,1.0
202,203,0.9
203,204,0.8
204,205,0.7
205,206,0.7
206,207,0.6
207,208,0.9
208,209,0.9
209,210,0.9
210,211,0.6
211,212,0.6
212,213,0.7
213,214,0.9
214,215,0.8
215,216,0.8
216,217,0.6
217,218,0.4
218,219,0.6
219,220,0.9
220,221,0.7
221,222,0.7
222,223,1.0
223,224,0.5
224,225,0.3
225,226,0.7
226,227,0.4
227,228,0.6
228,229,0.5
229,230,0.3
230,231,0.3
231,232,0.7
232,233,0.8
233,234,0.6
234,235,0.7
235,236,0.8
236,237,0.7
237,238,0.9
238,239,0.7
239,240,0.9
240,241,0.8
241,242,0.5
242,243,0.8
243,244,0.8
244,245,0.7
245,246,0.9
246,247,0.8
247,248,0.7
248,249,0.8
249,250,0.4
