,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.1
13,14,0.0
14,15,0.0
15,16,0.1
16,17,0.0
17,18,0.0
18,19,0.0
19,20,0.0
20,21,0.1
21,22,0.2
22,23,0.5
23,24,0.3
24,25,0.6
25,26,0.2
26,27,0.3
27,28,0.7
28,29,0.5
29,30,0.5
30,31,0.4
31,32,0.5
32,33,0.6
33,34,0.6
34,35,0.7
35,36,0.2
36,37,0.4
37,38,0.7
38,39,0.6
39,40,0.6
40,41,0.4
41,42,0.6
42,43,0.5
43,44,0.5
44,45,0.7
45,46,0.7
46,47,0.7
47,48,0.7
48,49,0.4
49,50,0.5
50,51,0.7
51,52,0.4
52,53,0.6
53,54,0.7
54,55,0.6
55,56,0.7
56,57,0.5
57,58,0.5
58,59,0.7
59,60,0.6
60,61,0.4
61,62,0.9
62,63,0.8
63,64,0.6
64,65,0.7
65,66,0.4
66,67,0.3
67,68,0.6
68,69,0.3
69,70,0.3
70,71,0.3
71,72,0.7
72,73,0.3
73,74,0.5
74,75,0.5
75,76,0.6
76,77,0.4
77,78,0.6
78,79,0.1
79,80,0.5
80,81,0.5
81,82,0.3
82,83,0.5
83,84,0.6
84,85,0.5
85,86,0.4
86,87,0.6
87,88,0.4
88,89,0.4
89,90,0.2
90,91,0.2
91,92,0.3
92,93,0.7
93,94,0.8
94,95,0.2
95,96,0.8
96,97,0.4
97,98,0.7
98,99,0.9
99,100,0.6
100,101,0.7
101,102,0.7
102,103,0.7
103,104,0.9
104,105,0.8
105,106,0.8
106,107,0.7
107,108,0.7
108,109,0.9
109,110,0.9
110,111,0.9
111,112,1.0
112,113,0.9
113,114,0.6
114,115,0.9
115,116,0.6
116,117,0.5
117,118,0.5
118,119,0.8
119,120,0.7
120,121,0.8
121,122,0.7
122,123,0.9
123,124,0.6
124,125,0.8
125,126,0.8
126,127,0.9
127,128,0.4
128,129,0.9
129,130,0.5
130,131,0.6
131,132,0.9
132,133,0.5
133,134,0.8
134,135,0.8
135,136,0.4
136,137,0.6
137,138,0.7
138,139,0.8
139,140,0.6
140,141,0.6
141,142,0.8
142,143,0.6
143,144,0.8
144,145,0.7
145,146,0.6
146,147,0.7
147,148,0.9
148,149,0.9
149,150,0.8
150,151,0.6
151,152,0.9
152,153,0.7
153,154,0.8
154,155,0.6
155,156,0.6
156,157,0.7
157,158,0.7
158,159,0.8
159,160,0.6
160,161,0.8
161,162,0.9
162,163,0.9
163,164,0.8
164,165,0.8
165,166,0.7
166,167,0.7
167,168,0.8
168,169,0.3
169,170,0.3
170,171,0.7
171,172,0.7
172,173,0.7
173,174,0.6
174,175,0.8
175,176,0.7
176,177,0.3
177,178,0.9
178,179,0.4
179,180,0.4
180,181,0.9
181,182,0.8
182,183,0.6
183,184,0.6
184,185,0.9
185,186,0.6
186,187,0.3
187,188,0.7
188,189,0.8
189,190,0.6
190,191,0.8
191,192,0.4
192,193,0.7
193,194,0.6
194,195,0.8
195,196,0.7
196,197,0.8
197,198,0.6
198,199,0.6
199,200,0.7
200,201,0.8
201,202,0.6
202,203,0.8
203,204,0.7
204,205,0.8
205,206,0.9
206,207,0.7
207,208,0.9
208,209,0.9
209,210,0.8
210,211,0.5
211,212,0.9
212,213,0.8
213,214,0.9
214,215,0.9
215,216,0.8
216,217,0.7
217,218,0.8
218,219,0.6
219,220,0.9
220,221,0.6
221,222,0.8
222,223,0.9
223,224,1.0
224,225,0.8
225,226,0.7
226,227,0.6
227,228,0.7
228,229,0.8
229,230,0.9
230,231,0.6
231,232,0.7
232,233,0.7
233,234,0.5
234,235,0.5
235,236,0.7
236,237,0.8
237,238,0.8
238,239,0.5
239,240,0.4
240,241,0.5
241,242,0.5
242,243,0.3
243,244,0.7
244,245,0.5
245,246,0.7
246,247,0.8
247,248,0.5
248,249,0.4
249,250,0.9
