,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.1
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.0
14,15,0.0
15,16,0.1
16,17,0.0
17,18,0.0
18,19,0.2
19,20,0.3
20,21,0.3
21,22,0.3
22,23,0.2
23,24,0.2
24,25,0.2
25,26,0.5
26,27,0.2
27,28,0.4
28,29,0.4
29,30,0.4
30,31,0.1
31,32,0.1
32,33,0.2
33,34,0.2
34,35,0.2
35,36,0.0
36,37,0.4
37,38,0.5
38,39,0.7
39,40,0.5
40,41,0.6
41,42,0.5
42,43,0.9
43,44,0.7
44,45,1.0
45,46,0.8
46,47,1.0
47,48,0.8
48,49,0.8
49,50,0.8
50,51,0.9
51,52,0.9
52,53,0.8
53,54,0.9
54,55,0.9
55,56,0.9
56,57,0.9
57,58,0.8
58,59,1.0
59,60,1.0
60,61,0.7
61,62,0.7
62,63,0.6
63,64,0.6
64,65,0.3
65,66,0.8
66,67,0.7
67,68,0.8
68,69,0.9
69,70,0.7
70,71,0.9
71,72,0.5
72,73,0.6
73,74,0.5
74,75,0.6
75,76,0.9
76,77,0.7
77,78,0.8
78,79,0.8
79,80,0.3
80,81,0.7
81,82,0.4
82,83,0.8
83,84,0.9
84,85,1.0
85,86,0.6
86,87,0.8
87,88,0.9
88,89,0.8
89,90,0.6
90,91,0.8
91,92,1.0
92,93,0.7
93,94,0.8
94,95,0.9
95,96,0.8
96,97,0.8
97,98,1.0
98,99,0.9
99,100,1.0
100,101,0.8
101,102,0.9
102,103,0.8
103,104,0.7
104,105,0.7
105,106,0.9
106,107,1.0
107,108,0.8
108,109,0.6
109,110,0.8
110,111,0.8
111,112,0.6
112,113,1.0
113,114,0.8
114,115,0.7
115,116,0.9
116,117,0.6
117,118,1.0
118,119,1.0
119,120,0.8
120,121,0.8
121,122,0.9
122,123,1.0
123,124,1.0
124,125,1.0
125,126,1.0
126,127,0.9
127,128,0.8
128,129,0.9
129,130,1.0
130,131,1.0
131,132,0.9
132,133,0.9
133,134,0.9
134,135,0.9
135,136,1.0
136,137,0.9
137,138,1.0
138,139,0.7
139,140,0.9
140,141,0.9
141,142,0.7
142,143,0.9
143,144,1.0
144,145,0.7
145,146,1.0
146,147,0.9
147,148,1.0
148,149,0.7
149,150,0.8
150,151,1.0
151,152,0.9
152,153,0.9
153,154,0.9
154,155,0.7
155,156,0.9
156,157,0.8
157,158,1.0
158,159,0.9
159,160,0.7
160,161,0.9
161,162,0.9
162,163,0.9
163,164,0.9
164,165,1.0
165,166,1.0
166,167,0.9
167,168,0.9
168,169,0.8
169,170,0.8
170,171,0.9
171,172,0.8
172,173,0.8
173,174,0.8
174,175,0.8
175,176,0.9
176,177,0.8
177,178,0.6
178,179,0.9
179,180,0.9
180,181,0.8
181,182,1.0
182,183,0.9
183,184,1.0
184,185,0.8
185,186,0.7
186,187,0.9
187,188,0.7
188,189,0.9
189,190,1.0
190,191,0.8
191,192,0.9
192,193,0.8
193,194,0.7
194,195,0.9
195,196,0.8
196,197,1.0
197,198,0.4
198,199,0.9
199,200,0.6
200,201,0.5
201,202,0.5
202,203,1.0
203,204,0.8
204,205,0.6
205,206,0.8
206,207,0.5
207,208,0.7
208,209,0.7
209,210,0.9
210,211,0.8
211,212,1.0
212,213,0.9
213,214,0.7
214,215,0.6
215,216,1.0
216,217,0.9
217,218,0.8
218,219,0.6
219,220,0.8
220,221,0.8
221,222,0.9
222,223,0.8
223,224,0.9
224,225,0.7
225,226,0.5
226,227,0.7
227,228,0.9
228,229,0.7
229,230,0.7
230,231,0.6
231,232,0.6
232,233,0.8
233,234,0.8
234,235,0.9
235,236,0.9
236,237,0.9
237,238,0.8
238,239,1.0
239,240,0.9
240,241,1.0
241,242,1.0
242,243,1.0
243,244,1.0
244,245,0.8
245,246,0.9
246,247,0.9
247,248,0.7
248,249,0.9
249,250,0.9
