,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.0
14,15,0.0
15,16,0.0
16,17,0.1
17,18,0.1
18,19,0.1
19,20,0.1
20,21,0.1
21,22,0.2
22,23,0.2
23,24,0.1
24,25,0.4
25,26,0.3
26,27,0.3
27,28,0.5
28,29,0.3
29,30,0.2
30,31,0.5
31,32,0.3
32,33,0.5
33,34,0.5
34,35,0.4
35,36,0.5
36,37,0.4
37,38,0.7
38,39,0.7
39,40,0.5
40,41,0.5
41,42,0.4
42,43,0.3
43,44,0.5
44,45,0.6
45,46,0.5
46,47,0.2
47,48,0.6
48,49,0.6
49,50,0.5
50,51,0.5
51,52,0.3
52,53,0.6
53,54,0.6
54,55,0.8
55,56,0.8
56,57,0.8
57,58,0.7
58,59,0.8
59,60,0.3
60,61,0.2
61,62,0.3
62,63,0.6
63,64,0.3
64,65,0.5
65,66,0.7
66,67,0.5
67,68,0.6
68,69,0.3
69,70,0.4
70,71,0.3
71,72,0.5
72,73,0.6
73,74,0.2
74,75,0.8
75,76,0.5
76,77,0.5
77,78,0.3
78,79,0.8
79,80,0.7
80,81,0.6
81,82,0.6
82,83,0.7
83,84,0.9
84,85,0.8
85,86,0.7
86,87,0.8
87,88,0.7
88,89,0.5
89,90,0.4
90,91,0.8
91,92,0.6
92,93,0.5
93,94,0.8
94,95,0.8
95,96,0.2
96,97,0.5
97,98,0.6
98,99,0.6
99,100,0.7
100,101,0.5
101,102,0.8
102,103,0.5
103,104,0.7
104,105,0.8
105,106,0.5
106,107,0.4
107,108,0.8
108,109,0.8
109,110,0.8
110,111,1.0
111,112,1.0
112,113,1.0
113,114,0.9
114,115,1.0
115,116,0.9
116,117,0.9
117,118,0.8
118,119,0.6
119,120,0.8
120,121,0.4
121,122,0.6
122,123,0.9
123,124,0.9
124,125,0.6
125,126,0.9
126,127,0.7
127,128,0.8
128,129,0.9
129,130,1.0
130,131,0.8
131,132,0.8
132,133,0.7
133,134,0.8
134,135,0.5
135,136,0.8
136,137,0.7
137,138,0.6
138,139,0.5
139,140,0.4
140,141,0.8
141,142,0.9
142,143,0.7
143,144,0.9
144,145,1.0
145,146,1.0
146,147,1.0
147,148,0.8
148,149,0.8
149,150,0.9
150,151,1.0
151,152,1.0
152,153,0.9
153,154,0.8
154,155,0.8
155,156,1.0
156,157,0.8
157,158,1.0
158,159,0.8
159,160,0.9
160,161,0.8
161,162,0.9
162,163,0.8
163,164,0.9
164,165,0.5
165,166,1.0
166,167,1.0
167,168,0.9
168,169,0.6
169,170,0.8
170,171,0.8
171,172,1.0
172,173,0.6
173,174,1.0
174,175,0.8
175,176,0.9
176,177,0.8
177,178,0.8
178,179,0.7
179,180,0.9
180,181,0.8
181,182,1.0
182,183,0.9
183,184,0.7
184,185,0.6
185,186,0.6
186,187,0.8
187,188,0.9
188,189,1.0
189,190,0.4
190,191,0.7
191,192,0.8
192,193,0.7
193,194,1.0
194,195,0.7
195,196,0.7
196,197,0.7
197,198,0.7
198,199,0.9
199,200,0.9
200,201,0.7
201,202,0.5
202,203,0.6
203,204,0.6
204,205,0.5
205,206,0.8
206,207,0.6
207,208,0.5
208,209,0.5
209,210,0.7
210,211,0.7
211,212,0.9
212,213,0.7
213,214,0.8
214,215,1.0
215,216,0.8
216,217,0.7
217,218,0.8
218,219,0.5
219,220,0.5
220,221,0.8
221,222,0.6
222,223,0.8
223,224,0.6
224,225,0.8
225,226,0.7
226,227,0.6
227,228,0.8
228,229,0.8
229,230,0.9
230,231,0.8
231,232,0.9
232,233,0.7
233,234,0.9
234,235,0.9
235,236,0.9
236,237,0.7
237,238,0.6
238,239,0.9
239,240,0.5
240,241,0.8
241,242,0.8
242,243,0.7
243,244,0.5
244,245,0.5
245,246,0.8
246,247,0.6
247,248,0.4
248,249,0.6
249,250,0.5
