,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.1
10,11,0.0
11,12,0.4
12,13,0.1
13,14,0.1
14,15,0.0
15,16,0.2
16,17,0.2
17,18,0.3
18,19,0.2
19,20,0.1
20,21,0.4
21,22,0.3
22,23,0.2
23,24,0.3
24,25,0.4
25,26,0.3
26,27,0.5
27,28,0.4
28,29,0.3
29,30,0.5
30,31,0.3
31,32,0.4
32,33,0.3
33,34,0.6
34,35,0.7
35,36,0.8
36,37,0.7
37,38,0.7
38,39,0.3
39,40,0.7
40,41,0.6
41,42,0.5
42,43,0.6
43,44,0.7
44,45,0.2
45,46,0.6
46,47,0.7
47,48,0.8
48,49,0.5
49,50,0.5
50,51,0.7
51,52,0.5
52,53,0.4
53,54,0.6
54,55,0.2
55,56,0.4
56,57,0.8
57,58,0.6
58,59,0.8
59,60,0.5
60,61,0.4
61,62,0.5
62,63,0.6
63,64,0.3
64,65,0.7
65,66,0.4
66,67,0.8
67,68,0.4
68,69,0.3
69,70,0.6
70,71,0.4
71,72,0.6
72,73,0.7
73,74,0.8
74,75,0.5
75,76,0.5
76,77,0.8
77,78,0.3
78,79,0.8
79,80,0.8
80,81,0.4
81,82,0.6
82,83,0.4
83,84,0.9
84,85,0.8
85,86,0.7
86,87,0.6
87,88,0.6
88,89,0.6
89,90,0.5
90,91,0.9
91,92,0.8
92,93,0.8
93,94,0.5
94,95,0.8
95,96,0.8
96,97,1.0
97,98,0.5
98,99,0.5
99,100,0.7
100,101,0.8
101,102,0.9
102,103,0.6
103,104,0.9
104,105,0.8
105,106,0.9
106,107,1.0
107,108,0.8
108,109,0.8
109,110,0.8
110,111,0.6
111,112,0.5
112,113,0.5
113,114,0.8
114,115,0.8
115,116,0.5
116,117,0.7
117,118,0.7
118,119,0.4
119,120,0.6
120,121,0.8
121,122,0.5
122,123,0.7
123,124,0.8
124,125,0.8
125,126,0.9
126,127,0.8
127,128,0.8
128,129,0.7
129,130,0.8
130,131,1.0
131,132,0.6
132,133,0.7
133,134,0.8
134,135,0.8
135,136,0.7
136,137,0.5
137,138,0.7
138,139,0.4
139,140,0.6
140,141,0.6
141,142,1.0
142,143,0.7
143,144,0.5
144,145,0.7
145,146,0.9
146,147,0.5
147,148,0.6
148,149,0.7
149,150,1.0
150,151,0.8
151,152,0.5
152,153,0.8
153,154,0.7
154,155,0.6
155,156,0.7
156,157,0.9
157,158,0.9
158,159,0.9
159,160,0.7
160,161,0.9
161,162,0.7
162,163,0.7
163,164,0.8
164,165,0.7
165,166,0.2
166,167,0.7
167,168,0.7
168,169,0.9
169,170,0.9
170,171,0.7
171,172,0.6
172,173,0.9
173,174,0.6
174,175,0.5
175,176,0.6
176,177,0.6
177,178,0.3
178,179,0.4
179,180,0.8
180,181,0.8
181,182,0.8
182,183,0.4
183,184,0.5
184,185,0.5
185,186,0.4
186,187,0.4
187,188,0.2
188,189,0.7
189,190,0.9
190,191,0.6
191,192,0.5
192,193,0.7
193,194,0.7
194,195,0.4
195,196,0.4
196,197,0.5
197,198,0.7
198,199,0.7
199,200,0.6
200,201,0.3
201,202,0.7
202,203,0.5
203,204,0.5
204,205,0.3
205,206,0.4
206,207,0.4
207,208,0.3
208,209,0.6
209,210,0.3
210,211,0.4
211,212,0.4
212,213,0.6
213,214,0.3
214,215,0.5
215,216,0.5
216,217,0.6
217,218,0.7
218,219,0.7
219,220,0.5
220,221,0.4
221,222,0.3
222,223,0.5
223,224,0.8
224,225,0.3
225,226,0.6
226,227,0.4
227,228,0.5
228,229,0.5
229,230,0.4
230,231,0.6
231,232,0.5
232,233,0.4
233,234,0.4
234,235,0.4
235,236,0.6
236,237,0.6
237,238,0.5
238,239,0.5
239,240,0.5
240,241,0.4
241,242,0.5
242,243,0.6
243,244,0.5
244,245,0.7
245,246,0.5
246,247,0.7
247,248,0.3
248,249,0.4
249,250,0.5
