,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.1
14,15,0.0
15,16,0.0
16,17,0.1
17,18,0.2
18,19,0.2
19,20,0.1
20,21,0.0
21,22,0.1
22,23,0.1
23,24,0.2
24,25,0.4
25,26,0.3
26,27,0.3
27,28,0.3
28,29,0.2
29,30,0.2
30,31,0.3
31,32,0.4
32,33,0.3
33,34,0.4
34,35,0.7
35,36,0.8
36,37,0.7
37,38,1.0
38,39,0.9
39,40,0.5
40,41,0.6
41,42,0.8
42,43,0.9
43,44,1.0
44,45,1.0
45,46,0.9
46,47,0.8
47,48,1.0
48,49,1.0
49,50,1.0
50,51,1.0
51,52,1.0
52,53,1.0
53,54,1.0
54,55,0.9
55,56,0.9
56,57,0.9
57,58,0.8
58,59,0.8
59,60,0.8
60,61,1.0
61,62,0.9
62,63,1.0
63,64,0.9
64,65,0.8
65,66,1.0
66,67,0.8
67,68,0.9
68,69,0.9
69,70,0.9
70,71,0.9
71,72,1.0
72,73,0.9
73,74,0.9
74,75,1.0
75,76,1.0
76,77,0.9
77,78,0.9
78,79,0.7
79,80,0.8
80,81,0.9
81,82,0.8
82,83,0.9
83,84,1.0
84,85,1.0
85,86,0.7
86,87,0.7
87,88,0.7
88,89,0.8
89,90,0.9
90,91,0.7
91,92,0.9
92,93,0.9
93,94,0.6
94,95,0.8
95,96,0.9
96,97,0.8
97,98,0.8
98,99,1.0
99,100,0.7
100,101,0.8
101,102,1.0
102,103,0.8
103,104,1.0
104,105,0.9
105,106,1.0
106,107,0.8
107,108,1.0
108,109,0.6
109,110,0.8
110,111,0.7
111,112,0.6
112,113,0.9
113,114,0.8
114,115,0.9
115,116,0.7
116,117,1.0
117,118,1.0
118,119,1.0
119,120,0.8
120,121,0.8
121,122,0.7
122,123,0.9
123,124,0.7
124,125,0.9
125,126,0.9
126,127,0.6
127,128,0.9
128,129,0.7
129,130,0.8
130,131,0.9
131,132,0.8
132,133,0.7
133,134,0.8
134,135,0.7
135,136,0.4
136,137,0.8
137,138,0.8
138,139,0.5
139,140,0.4
140,141,0.6
141,142,0.7
142,143,0.9
143,144,0.8
144,145,0.8
145,146,0.6
146,147,1.0
147,148,0.8
148,149,0.6
149,150,1.0
150,151,0.8
151,152,0.7
152,153,0.7
153,154,1.0
154,155,0.9
155,156,0.5
156,157,0.9
157,158,0.8
158,159,1.0
159,160,0.8
160,161,1.0
161,162,0.9
162,163,0.9
163,164,0.7
164,165,0.9
165,166,0.8
166,167,1.0
167,168,0.7
168,169,1.0
169,170,0.9
170,171,0.9
171,172,0.9
172,173,0.6
173,174,0.4
174,175,0.7
175,176,0.8
176,177,0.8
177,178,0.7
178,179,0.8
179,180,0.9
180,181,0.9
181,182,1.0
182,183,0.8
183,184,1.0
184,185,0.9
185,186,1.0
186,187,0.7
187,188,1.0
188,189,0.9
189,190,0.9
190,191,0.8
191,192,0.9
192,193,0.9
193,194,0.7
194,195,1.0
195,196,0.9
196,197,0.8
197,198,0.8
198,199,0.7
199,200,0.6
200,201,0.8
201,202,0.8
202,203,0.9
203,204,0.6
204,205,0.8
205,206,0.9
206,207,0.8
207,208,0.9
208,209,0.9
209,210,0.7
210,211,0.7
211,212,0.9
212,213,0.8
213,214,1.0
214,215,0.9
215,216,0.9
216,217,0.8
217,218,0.9
218,219,0.7
219,220,0.9
220,221,1.0
221,222,0.8
222,223,0.7
223,224,0.9
224,225,0.8
225,226,0.8
226,227,0.6
227,228,0.7
228,229,1.0
229,230,0.7
230,231,0.9
231,232,0.9
232,233,0.8
233,234,0.9
234,235,0.9
235,236,0.9
236,237,0.9
237,238,0.8
238,239,1.0
239,240,0.9
240,241,1.0
241,242,1.0
242,243,1.0
243,244,0.7
244,245,0.8
245,246,0.9
246,247,0.9
247,248,0.9
248,249,1.0
249,250,0.9
