,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.1
12,13,0.3
13,14,0.1
14,15,0.3
15,16,0.1
16,17,0.1
17,18,0.3
18,19,0.1
19,20,0.5
20,21,0.7
21,22,0.4
22,23,0.3
23,24,0.4
24,25,0.6
25,26,0.7
26,27,1.0
27,28,0.8
28,29,0.8
29,30,0.6
30,31,0.7
31,32,0.4
32,33,0.6
33,34,0.9
34,35,1.0
35,36,0.8
36,37,0.8
37,38,0.9
38,39,0.9
39,40,0.9
40,41,0.9
41,42,0.9
42,43,1.0
43,44,0.9
44,45,0.9
45,46,1.0
46,47,0.9
47,48,1.0
48,49,1.0
49,50,1.0
50,51,1.0
51,52,0.9
52,53,0.9
53,54,1.0
54,55,1.0
55,56,0.8
56,57,1.0
57,58,0.9
58,59,0.6
59,60,0.7
60,61,0.9
61,62,1.0
62,63,0.9
63,64,1.0
64,65,1.0
65,66,1.0
66,67,0.9
67,68,1.0
68,69,0.9
69,70,0.8
70,71,0.8
71,72,1.0
72,73,1.0
73,74,0.9
74,75,1.0
75,76,1.0
76,77,0.9
77,78,0.7
78,79,1.0
79,80,0.9
80,81,0.9
81,82,0.9
82,83,0.8
83,84,0.9
84,85,0.9
85,86,1.0
86,87,0.7
87,88,0.7
88,89,1.0
89,90,1.0
90,91,0.8
91,92,0.8
92,93,0.9
93,94,0.8
94,95,1.0
95,96,0.9
96,97,0.8
97,98,1.0
98,99,0.9
99,100,0.9
100,101,1.0
101,102,1.0
102,103,0.6
103,104,1.0
104,105,0.8
105,106,0.8
106,107,0.8
107,108,0.8
108,109,0.9
109,110,1.0
110,111,1.0
111,112,0.8
112,113,0.6
113,114,0.8
114,115,0.7
115,116,1.0
116,117,1.0
117,118,1.0
118,119,1.0
119,120,0.7
120,121,0.9
121,122,0.9
122,123,0.8
123,124,0.7
124,125,0.9
125,126,0.9
126,127,1.0
127,128,0.9
128,129,0.7
129,130,0.9
130,131,1.0
131,132,0.9
132,133,0.8
133,134,0.9
134,135,1.0
135,136,0.9
136,137,1.0
137,138,0.9
138,139,1.0
139,140,1.0
140,141,1.0
141,142,1.0
142,143,0.9
143,144,1.0
144,145,0.9
145,146,1.0
146,147,1.0
147,148,1.0
148,149,1.0
149,150,1.0
150,151,0.9
151,152,1.0
152,153,0.9
153,154,1.0
154,155,1.0
155,156,1.0
156,157,0.9
157,158,1.0
158,159,1.0
159,160,0.9
160,161,0.9
161,162,0.9
162,163,0.7
163,164,1.0
164,165,0.9
165,166,1.0
166,167,1.0
167,168,1.0
168,169,1.0
169,170,1.0
170,171,1.0
171,172,1.0
172,173,1.0
173,174,0.9
174,175,0.9
175,176,1.0
176,177,1.0
177,178,0.9
178,179,0.9
179,180,1.0
180,181,1.0
181,182,1.0
182,183,1.0
183,184,1.0
184,185,1.0
185,186,1.0
186,187,0.9
187,188,0.8
188,189,1.0
189,190,0.9
190,191,1.0
191,192,1.0
192,193,1.0
193,194,0.9
194,195,1.0
195,196,1.0
196,197,1.0
197,198,1.0
198,199,1.0
199,200,1.0
200,201,0.9
201,202,1.0
202,203,1.0
203,204,0.9
204,205,0.8
205,206,0.7
206,207,0.7
207,208,0.9
208,209,0.6
209,210,0.8
210,211,0.8
211,212,0.8
212,213,1.0
213,214,0.8
214,215,1.0
215,216,0.9
216,217,1.0
217,218,0.9
218,219,1.0
219,220,0.9
220,221,1.0
221,222,0.9
222,223,0.9
223,224,1.0
224,225,1.0
225,226,1.0
226,227,1.0
227,228,1.0
228,229,1.0
229,230,0.9
230,231,0.8
231,232,0.6
232,233,0.8
233,234,1.0
234,235,1.0
235,236,0.8
236,237,1.0
237,238,0.9
238,239,0.9
239,240,1.0
240,241,0.9
241,242,1.0
242,243,1.0
243,244,1.0
244,245,0.9
245,246,1.0
246,247,0.7
247,248,0.9
248,249,0.6
249,250,0.6
