,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.1
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.1
14,15,0.1
15,16,0.0
16,17,0.1
17,18,0.1
18,19,0.3
19,20,0.2
20,21,0.1
21,22,0.1
22,23,0.0
23,24,0.1
24,25,0.3
25,26,0.4
26,27,0.3
27,28,0.3
28,29,0.2
29,30,0.2
30,31,0.3
31,32,0.4
32,33,0.4
33,34,0.2
34,35,0.4
35,36,0.7
36,37,0.4
37,38,0.8
38,39,0.8
39,40,0.6
40,41,0.6
41,42,0.5
42,43,0.7
43,44,0.8
44,45,0.7
45,46,0.6
46,47,0.7
47,48,0.5
48,49,0.8
49,50,0.9
50,51,1.0
51,52,1.0
52,53,0.7
53,54,0.8
54,55,0.8
55,56,0.8
56,57,0.7
57,58,0.6
58,59,0.4
59,60,0.5
60,61,0.7
61,62,0.6
62,63,0.6
63,64,0.5
64,65,0.3
65,66,0.6
66,67,0.7
67,68,0.7
68,69,0.7
69,70,0.5
70,71,0.9
71,72,0.4
72,73,0.5
73,74,0.4
74,75,0.6
75,76,0.8
76,77,0.7
77,78,0.8
78,79,0.8
79,80,0.5
80,81,1.0
81,82,0.6
82,83,0.5
83,84,0.8
84,85,0.9
85,86,0.7
86,87,0.9
87,88,0.9
88,89,0.7
89,90,0.4
90,91,0.7
91,92,0.9
92,93,0.9
93,94,0.8
94,95,0.9
95,96,0.7
96,97,0.6
97,98,0.8
98,99,0.8
99,100,0.9
100,101,0.6
101,102,0.8
102,103,0.6
103,104,0.8
104,105,0.7
105,106,0.8
106,107,1.0
107,108,0.8
108,109,0.8
109,110,0.9
110,111,0.6
111,112,0.5
112,113,0.9
113,114,0.7
114,115,0.3
115,116,0.7
116,117,0.7
117,118,0.7
118,119,0.9
119,120,0.5
120,121,0.5
121,122,0.8
122,123,0.9
123,124,0.8
124,125,0.8
125,126,0.4
126,127,0.7
127,128,0.5
128,129,0.7
129,130,0.7
130,131,1.0
131,132,0.5
132,133,0.8
133,134,0.8
134,135,0.7
135,136,0.7
136,137,0.7
137,138,0.7
138,139,0.5
139,140,0.7
140,141,0.6
141,142,0.6
142,143,0.6
143,144,0.8
144,145,0.4
145,146,0.9
146,147,0.4
147,148,0.6
148,149,0.6
149,150,0.5
150,151,0.8
151,152,0.7
152,153,0.9
153,154,0.6
154,155,0.7
155,156,0.7
156,157,0.5
157,158,0.6
158,159,0.7
159,160,0.4
160,161,0.8
161,162,0.5
162,163,0.6
163,164,0.6
164,165,0.5
165,166,0.7
166,167,0.8
167,168,0.9
168,169,0.6
169,170,0.8
170,171,0.5
171,172,0.6
172,173,0.8
173,174,0.6
174,175,0.8
175,176,0.8
176,177,0.8
177,178,0.9
178,179,0.9
179,180,0.7
180,181,0.9
181,182,0.6
182,183,0.7
183,184,0.6
184,185,0.8
185,186,0.5
186,187,0.7
187,188,0.5
188,189,0.4
189,190,0.6
190,191,1.0
191,192,0.5
192,193,0.6
193,194,0.3
194,195,0.0
195,196,0.2
196,197,0.0
197,198,0.1
198,199,0.1
199,200,0.3
200,201,0.2
201,202,0.0
202,203,0.4
203,204,0.4
204,205,0.3
205,206,0.6
206,207,0.2
207,208,0.6
208,209,0.8
209,210,0.5
210,211,0.6
211,212,0.6
212,213,0.7
213,214,0.6
214,215,0.8
215,216,0.7
216,217,0.8
217,218,0.5
218,219,0.6
219,220,0.4
220,221,0.5
221,222,0.7
222,223,0.7
223,224,0.7
224,225,0.6
225,226,0.3
226,227,0.7
227,228,0.3
228,229,0.1
229,230,0.2
230,231,0.0
231,232,0.2
232,233,0.3
233,234,0.7
234,235,0.8
235,236,0.8
236,237,0.5
237,238,0.6
238,239,0.7
239,240,0.7
240,241,0.8
241,242,0.5
242,243,0.6
243,244,0.8
244,245,0.4
245,246,0.7
246,247,0.9
247,248,0.7
248,249,0.6
249,250,0.5
