,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.0
14,15,0.0
15,16,0.0
16,17,0.0
17,18,0.0
18,19,0.0
19,20,0.0
20,21,0.0
21,22,0.1
22,23,0.1
23,24,0.0
24,25,0.1
25,26,0.0
26,27,0.3
27,28,0.0
28,29,0.1
29,30,0.2
30,31,0.2
31,32,0.1
32,33,0.6
33,34,0.2
34,35,0.3
35,36,0.3
36,37,0.3
37,38,0.2
38,39,0.4
39,40,0.2
40,41,0.3
41,42,0.3
42,43,0.3
43,44,0.2
44,45,0.5
45,46,0.1
46,47,0.3
47,48,0.3
48,49,0.2
49,50,0.4
50,51,0.4
51,52,0.5
52,53,0.5
53,54,0.4
54,55,0.1
55,56,0.4
56,57,0.3
57,58,0.2
58,59,0.4
59,60,0.4
60,61,0.4
61,62,0.9
62,63,0.6
63,64,0.7
64,65,0.9
65,66,0.7
66,67,0.5
67,68,0.5
68,69,0.6
69,70,0.6
70,71,0.7
71,72,0.8
72,73,1.0
73,74,0.8
74,75,0.7
75,76,0.4
76,77,0.9
77,78,0.7
78,79,0.9
79,80,1.0
80,81,0.8
81,82,0.9
82,83,0.8
83,84,0.9
84,85,1.0
85,86,0.8
86,87,1.0
87,88,1.0
88,89,1.0
89,90,1.0
90,91,0.8
91,92,0.8
92,93,0.8
93,94,1.0
94,95,1.0
95,96,0.9
96,97,0.9
97,98,0.8
98,99,1.0
99,100,1.0
100,101,1.0
101,102,1.0
102,103,0.9
103,104,0.8
104,105,0.9
105,106,0.9
106,107,0.9
107,108,0.7
108,109,0.7
109,110,0.9
110,111,1.0
111,112,0.9
112,113,0.7
113,114,0.7
114,115,0.9
115,116,0.8
116,117,0.6
117,118,0.6
118,119,0.8
119,120,0.9
120,121,1.0
121,122,0.9
122,123,0.4
123,124,0.7
124,125,0.9
125,126,1.0
126,127,0.9
127,128,1.0
128,129,0.8
129,130,0.8
130,131,0.8
131,132,0.6
132,133,0.5
133,134,1.0
134,135,0.7
135,136,0.7
136,137,0.8
137,138,0.5
138,139,0.8
139,140,0.7
140,141,0.7
141,142,0.8
142,143,0.8
143,144,0.8
144,145,0.5
145,146,1.0
146,147,0.9
147,148,0.8
148,149,0.7
149,150,0.9
150,151,0.5
151,152,0.8
152,153,0.6
153,154,0.9
154,155,0.6
155,156,0.8
156,157,0.9
157,158,1.0
158,159,1.0
159,160,1.0
160,161,1.0
161,162,1.0
162,163,0.9
163,164,1.0
164,165,0.7
165,166,0.9
166,167,1.0
167,168,1.0
168,169,0.7
169,170,0.8
170,171,1.0
171,172,0.6
172,173,0.8
173,174,0.6
174,175,0.9
175,176,0.7
176,177,0.7
177,178,1.0
178,179,0.7
179,180,0.8
180,181,1.0
181,182,1.0
182,183,1.0
183,184,1.0
184,185,0.9
185,186,0.9
186,187,1.0
187,188,1.0
188,189,1.0
189,190,0.8
190,191,1.0
191,192,0.5
192,193,0.8
193,194,0.9
194,195,1.0
195,196,0.9
196,197,0.8
197,198,0.7
198,199,0.4
199,200,0.9
200,201,1.0
201,202,0.7
202,203,0.6
203,204,0.6
204,205,1.0
205,206,1.0
206,207,0.9
207,208,0.7
208,209,0.7
209,210,1.0
210,211,0.9
211,212,0.6
212,213,0.9
213,214,0.9
214,215,1.0
215,216,0.6
216,217,1.0
217,218,0.7
218,219,0.9
219,220,0.9
220,221,0.9
221,222,0.6
222,223,0.7
223,224,0.9
224,225,0.7
225,226,0.7
226,227,0.5
227,228,0.5
228,229,0.4
229,230,0.6
230,231,0.4
231,232,0.5
232,233,0.7
233,234,0.9
234,235,1.0
235,236,0.9
236,237,0.9
237,238,1.0
238,239,0.8
239,240,1.0
240,241,1.0
241,242,0.9
242,243,1.0
243,244,1.0
244,245,1.0
245,246,1.0
246,247,1.0
247,248,1.0
248,249,0.9
249,250,1.0
