,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.1
14,15,0.0
15,16,0.0
16,17,0.0
17,18,0.1
18,19,0.2
19,20,0.5
20,21,0.1
21,22,0.2
22,23,0.2
23,24,0.2
24,25,0.4
25,26,0.6
26,27,0.5
27,28,0.6
28,29,0.4
29,30,0.4
30,31,0.5
31,32,0.7
32,33,0.7
33,34,0.8
34,35,0.7
35,36,0.5
36,37,0.7
37,38,0.5
38,39,1.0
39,40,0.5
40,41,0.8
41,42,0.8
42,43,0.8
43,44,0.7
44,45,0.4
45,46,0.6
46,47,0.9
47,48,0.6
48,49,0.9
49,50,0.4
50,51,0.9
51,52,0.7
52,53,0.5
53,54,1.0
54,55,0.9
55,56,0.6
56,57,0.8
57,58,0.6
58,59,0.7
59,60,0.6
60,61,0.4
61,62,0.6
62,63,0.9
63,64,0.8
64,65,0.8
65,66,0.5
66,67,0.6
67,68,0.7
68,69,0.9
69,70,0.5
70,71,0.7
71,72,0.6
72,73,0.6
73,74,0.9
74,75,1.0
75,76,0.5
76,77,0.8
77,78,0.8
78,79,0.6
79,80,0.6
80,81,0.5
81,82,0.7
82,83,1.0
83,84,0.6
84,85,0.9
85,86,0.5
86,87,0.8
87,88,0.8
88,89,0.7
89,90,0.9
90,91,0.7
91,92,0.4
92,93,1.0
93,94,0.8
94,95,0.6
95,96,0.6
96,97,0.6
97,98,0.6
98,99,0.9
99,100,0.7
100,101,0.9
101,102,0.8
102,103,0.6
103,104,0.5
104,105,0.7
105,106,0.8
106,107,0.6
107,108,0.9
108,109,0.8
109,110,0.9
110,111,0.8
111,112,0.8
112,113,0.6
113,114,0.7
114,115,0.8
115,116,0.9
116,117,0.6
117,118,0.7
118,119,1.0
119,120,0.7
120,121,0.8
121,122,0.7
122,123,0.7
123,124,1.0
124,125,0.9
125,126,0.8
126,127,1.0
127,128,0.8
128,129,1.0
129,130,1.0
130,131,0.6
131,132,0.7
132,133,1.0
133,134,0.9
134,135,0.7
135,136,0.8
136,137,0.9
137,138,0.8
138,139,0.9
139,140,1.0
140,141,0.8
141,142,0.9
142,143,0.9
143,144,0.9
144,145,0.8
145,146,0.6
146,147,0.9
147,148,0.8
148,149,0.9
149,150,0.8
150,151,0.7
151,152,0.8
152,153,1.0
153,154,1.0
154,155,0.7
155,156,0.9
156,157,0.8
157,158,0.8
158,159,0.9
159,160,0.9
160,161,0.8
161,162,0.9
162,163,0.8
163,164,0.9
164,165,0.9
165,166,0.9
166,167,0.8
167,168,0.8
168,169,1.0
169,170,0.6
170,171,0.5
171,172,0.8
172,173,0.7
173,174,0.7
174,175,0.9
175,176,0.7
176,177,0.9
177,178,0.8
178,179,0.8
179,180,0.7
180,181,0.6
181,182,0.7
182,183,0.9
183,184,0.7
184,185,0.6
185,186,0.6
186,187,0.7
187,188,0.7
188,189,0.7
189,190,0.6
190,191,0.4
191,192,0.6
192,193,0.6
193,194,0.8
194,195,0.5
195,196,0.6
196,197,0.8
197,198,0.7
198,199,0.3
199,200,0.5
200,201,0.6
201,202,0.8
202,203,0.6
203,204,0.9
204,205,0.4
205,206,0.7
206,207,0.7
207,208,0.7
208,209,0.6
209,210,0.8
210,211,0.9
211,212,0.8
212,213,0.9
213,214,0.4
214,215,0.8
215,216,0.6
216,217,0.8
217,218,0.7
218,219,0.8
219,220,0.8
220,221,0.6
221,222,0.6
222,223,0.8
223,224,0.5
224,225,0.5
225,226,0.7
226,227,0.8
227,228,0.5
228,229,0.2
229,230,0.4
230,231,0.6
231,232,0.4
232,233,0.5
233,234,0.5
234,235,0.5
235,236,0.6
236,237,0.8
237,238,0.5
238,239,0.3
239,240,0.3
240,241,0.5
241,242,0.8
242,243,0.6
243,244,0.8
244,245,0.9
245,246,0.3
246,247,0.2
247,248,0.2
248,249,0.3
249,250,0.0
