,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.1
14,15,0.0
15,16,0.0
16,17,0.1
17,18,0.0
18,19,0.0
19,20,0.1
20,21,0.1
21,22,0.2
22,23,0.1
23,24,0.4
24,25,0.1
25,26,0.4
26,27,0.1
27,28,0.2
28,29,0.2
29,30,0.2
30,31,0.4
31,32,0.6
32,33,0.4
33,34,0.1
34,35,0.2
35,36,0.1
36,37,0.2
37,38,0.4
38,39,0.5
39,40,0.2
40,41,0.3
41,42,0.3
42,43,0.4
43,44,0.3
44,45,0.5
45,46,0.2
46,47,0.5
47,48,0.3
48,49,0.4
49,50,0.2
50,51,0.2
51,52,0.3
52,53,0.4
53,54,0.1
54,55,0.1
55,56,0.2
56,57,0.4
57,58,0.3
58,59,0.5
59,60,0.2
60,61,0.4
61,62,0.5
62,63,0.2
63,64,0.0
64,65,0.3
65,66,0.3
66,67,0.1
67,68,0.3
68,69,0.4
69,70,0.2
70,71,0.4
71,72,0.6
72,73,0.5
73,74,0.5
74,75,0.8
75,76,0.4
76,77,0.4
77,78,0.2
78,79,0.5
79,80,0.8
80,81,0.5
81,82,0.5
82,83,0.9
83,84,0.7
84,85,0.7
85,86,0.6
86,87,0.9
87,88,0.9
88,89,1.0
89,90,0.9
90,91,0.9
91,92,1.0
92,93,0.9
93,94,1.0
94,95,0.9
95,96,1.0
96,97,1.0
97,98,1.0
98,99,0.8
99,100,0.7
100,101,1.0
101,102,1.0
102,103,0.5
103,104,0.7
104,105,0.8
105,106,0.7
106,107,0.6
107,108,0.8
108,109,0.7
109,110,0.7
110,111,0.7
111,112,1.0
112,113,0.9
113,114,1.0
114,115,0.8
115,116,0.8
116,117,0.8
117,118,0.5
118,119,0.5
119,120,1.0
120,121,0.9
121,122,1.0
122,123,0.2
123,124,0.4
124,125,0.7
125,126,0.5
126,127,0.6
127,128,0.5
128,129,0.5
129,130,0.8
130,131,0.9
131,132,0.8
132,133,0.8
133,134,0.8
134,135,0.7
135,136,0.8
136,137,0.8
137,138,0.7
138,139,0.9
139,140,0.5
140,141,0.3
141,142,0.7
142,143,0.7
143,144,0.8
144,145,0.9
145,146,0.9
146,147,0.8
147,148,0.9
148,149,0.8
149,150,1.0
150,151,0.9
151,152,0.8
152,153,0.5
153,154,0.7
154,155,0.7
155,156,0.8
156,157,0.6
157,158,0.9
158,159,0.7
159,160,0.7
160,161,0.8
161,162,0.8
162,163,1.0
163,164,0.9
164,165,0.8
165,166,0.8
166,167,0.8
167,168,0.8
168,169,0.8
169,170,0.7
170,171,0.7
171,172,0.8
172,173,1.0
173,174,1.0
174,175,1.0
175,176,0.9
176,177,0.8
177,178,1.0
178,179,0.9
179,180,1.0
180,181,1.0
181,182,1.0
182,183,1.0
183,184,1.0
184,185,0.9
185,186,1.0
186,187,1.0
187,188,1.0
188,189,1.0
189,190,1.0
190,191,1.0
191,192,1.0
192,193,0.9
193,194,0.9
194,195,0.9
195,196,0.8
196,197,0.7
197,198,1.0
198,199,0.7
199,200,0.8
200,201,0.2
201,202,0.7
202,203,0.7
203,204,0.6
204,205,0.8
205,206,0.5
206,207,0.6
207,208,0.9
208,209,0.4
209,210,0.7
210,211,0.6
211,212,0.8
212,213,0.9
213,214,0.8
214,215,0.6
215,216,0.8
216,217,0.7
217,218,1.0
218,219,0.7
219,220,0.9
220,221,0.9
221,222,0.8
222,223,1.0
223,224,0.9
224,225,0.7
225,226,0.8
226,227,0.9
227,228,1.0
228,229,0.7
229,230,0.8
230,231,1.0
231,232,1.0
232,233,1.0
233,234,0.9
234,235,0.8
235,236,0.9
236,237,0.8
237,238,0.8
238,239,0.9
239,240,0.6
240,241,0.8
241,242,0.7
242,243,0.9
243,244,1.0
244,245,1.0
245,246,1.0
246,247,0.8
247,248,0.9
248,249,0.3
249,250,0.9
