,epochs,success_rate
0,1,0.0
1,2,0.0
2,3,0.0
3,4,0.0
4,5,0.0
5,6,0.0
6,7,0.0
7,8,0.0
8,9,0.0
9,10,0.0
10,11,0.0
11,12,0.0
12,13,0.0
13,14,0.0
14,15,0.1
15,16,0.2
16,17,0.2
17,18,0.1
18,19,0.1
19,20,0.3
20,21,0.4
21,22,0.0
22,23,0.3
23,24,0.2
24,25,0.3
25,26,0.1
26,27,0.3
27,28,0.2
28,29,0.4
29,30,0.3
30,31,0.6
31,32,0.6
32,33,0.3
33,34,0.9
34,35,0.9
35,36,0.6
36,37,0.8
37,38,0.8
38,39,0.9
39,40,0.7
40,41,0.9
41,42,0.9
42,43,0.6
43,44,0.8
44,45,0.9
45,46,1.0
46,47,0.7
47,48,0.9
48,49,1.0
49,50,0.8
50,51,0.9
51,52,0.9
52,53,0.8
53,54,1.0
54,55,0.7
55,56,0.6
56,57,0.4
57,58,0.4
58,59,0.2
59,60,0.3
60,61,0.4
61,62,0.3
62,63,0.4
63,64,0.4
64,65,0.7
65,66,0.5
66,67,0.7
67,68,0.6
68,69,0.6
69,70,0.7
70,71,0.6
71,72,1.0
72,73,0.6
73,74,0.5
74,75,0.7
75,76,0.6
76,77,0.6
77,78,0.6
78,79,0.9
79,80,0.4
80,81,0.9
81,82,1.0
82,83,0.8
83,84,0.8
84,85,0.7
85,86,0.9
86,87,0.6
87,88,0.6
88,89,1.0
89,90,0.9
90,91,0.7
91,92,0.7
92,93,0.6
93,94,0.8
94,95,0.6
95,96,1.0
96,97,0.7
97,98,0.8
98,99,0.3
99,100,0.7
100,101,0.9
101,102,0.7
102,103,0.7
103,104,0.8
104,105,0.8
105,106,0.8
106,107,0.8
107,108,0.7
108,109,0.2
109,110,0.6
110,111,0.6
111,112,0.5
112,113,0.4
113,114,0.9
114,115,0.8
115,116,1.0
116,117,0.9
117,118,0.9
118,119,0.8
119,120,0.4
120,121,0.8
121,122,0.8
122,123,0.8
123,124,0.6
124,125,0.7
125,126,0.3
126,127,0.8
127,128,0.7
128,129,0.4
129,130,0.7
130,131,0.5
131,132,0.2
132,133,0.6
133,134,0.8
134,135,0.8
135,136,0.8
136,137,1.0
137,138,0.8
138,139,0.8
139,140,0.6
140,141,1.0
141,142,0.7
142,143,0.6
143,144,0.7
144,145,0.6
145,146,0.7
146,147,0.7
147,148,0.7
148,149,0.7
149,150,0.6
150,151,0.8
151,152,0.7
152,153,0.7
153,154,0.8
154,155,1.0
155,156,0.8
156,157,0.8
157,158,0.6
158,159,0.9
159,160,0.6
160,161,0.9
161,162,0.9
162,163,0.7
163,164,0.8
164,165,0.6
165,166,0.7
166,167,0.8
167,168,0.7
168,169,0.8
169,170,0.8
170,171,0.7
171,172,0.7
172,173,0.5
173,174,0.5
174,175,0.6
175,176,0.7
176,177,0.6
177,178,0.9
178,179,0.9
179,180,0.7
180,181,0.8
181,182,0.8
182,183,0.6
183,184,0.5
184,185,0.6
185,186,0.7
186,187,0.5
187,188,0.6
188,189,0.8
189,190,0.8
190,191,0.5
191,192,0.5
192,193,0.9
193,194,0.7
194,195,0.9
195,196,0.6
196,197,0.7
197,198,0.8
198,199,0.7
199,200,0.6
200,201,0.6
201,202,0.8
202,203,0.5
203,204,0.3
204,205,0.5
205,206,0.3
206,207,0.7
207,208,0.5
208,209,0.2
209,210,0.6
210,211,0.5
211,212,0.5
212,213,0.5
213,214,0.5
214,215,0.4
215,216,0.7
216,217,0.7
217,218,0.5
218,219,0.7
219,220,0.4
220,221,0.6
221,222,0.6
222,223,0.6
223,224,0.5
224,225,0.4
225,226,0.6
226,227,0.5
227,228,0.6
228,229,0.5
229,230,0.6
230,231,0.6
231,232,0.7
232,233,0.8
233,234,0.6
234,235,0.7
235,236,0.4
236,237,0.7
237,238,0.8
238,239,0.6
239,240,0.3
240,241,0.5
241,242,0.4
242,243,0.5
243,244,0.4
244,245,0.3
245,246,0.6
246,247,0.3
247,248,0.3
248,249,0.6
249,250,0.3
